id,folder,architecture,dataset,layer size,depth,activation function,dropout,batch size,learning rate,epochs,loss,radian loss,mse loss,elapsed time
0,models/model000/,lstm,3x,50,5,Tanh,0.44,689,7.079457843841373e-06,200,0.2504107051678002,0.1725460379421711,0.07786466722562908,00:38:02
1,models/model001/,mlp,3x,93,4,Tanh,0.5,157,5.011872336272725e-06,200,0.1524396418691613,0.14723189073801043,0.0052077511311508715,00:30:21
2,models/model002/,mlp,3x,73,4,ReLU,0.18,21,2.1379620895022323e-05,200,0.03679572145943529,0.03214604490995406,0.004649676549481229,00:47:35
3,models/model003/,mlp,3x,98,4,ReLU,0.31,760,0.00015848931924611142,200,0.03718417721800506,0.03253710031509399,0.004647076902911067,00:28:22
4,models/model004/,lstm,3x,62,2,Tanh,0.5,21,2.8840315031266056e-05,200,0.03921246058796534,0.034343629121780406,0.004868831466184932,02:03:22
5,models/model005/,mlp,3x,315,4,LeakyReLU,0.32,803,9.772372209558111e-06,200,0.04090510271047242,0.03477534720301628,0.0061297555074561385,00:35:56
6,models/model006/,mlp,3x,117,3,Tanh,0.31,362,2.5703957827688645e-05,200,0.05803595572290942,0.05305515241622925,0.004980803306680172,00:28:52
7,models/model007/,mlp,3x,448,2,ReLU,0.44,32,5.011872336272725e-05,200,0.03738480669632553,0.03303388357162475,0.004350923124700786,00:41:16
8,models/model008/,lstm,3x,43,3,Tanh,0.12,51,8.51138038202376e-06,200,0.04473696947004646,0.03978283020853996,0.004954139261506497,01:26:47
9,models/model009/,mlp,3x,458,6,Tanh,0.08,59,7.943282347242822e-05,200,0.03613747653202154,0.03184686651825905,0.004290610013762489,00:46:41
10,models/model010/,mlp,3x,30,5,Tanh,0.19,471,0.0007762471166286919,200,0.04122442702855915,0.03626460447907448,0.00495982254948467,00:27:09
11,models/model011/,mlp,3x,62,6,LeakyReLU,0.0,39,0.0003019951720402016,200,0.04028198121464811,0.035697797328233714,0.004584183886414395,00:39:05
12,models/model012/,mlp,3x,17,4,Tanh,0.07,530,1.3489628825916533e-05,200,0.16153145203366875,0.11551961958408355,0.0460118324495852,00:27:12
13,models/model013/,lstm,3x,16,3,ReLU,0.21,330,0.00018620871366628676,200,0.06295972828986124,0.05767109841108323,0.005288629878778011,00:36:06
14,models/model014/,mlp,3x,362,2,ReLU,0.18,73,0.00013803842646028852,200,0.03638776684156619,0.032138583451509474,0.0042491833900567145,00:36:39
15,models/model015/,lstm,3x,26,5,Tanh,0.3,105,5.7543993733715664e-05,200,0.04583643837715499,0.04087435811758041,0.004962080259574577,01:16:57
16,models/model016/,mlp,3x,85,4,Tanh,0.14,515,7.244359600749906e-06,200,0.14550421592080964,0.1389821285009384,0.006522087419871241,00:28:21
17,models/model017/,lstm,3x,138,3,ReLU,0.45,38,1.9498445997580454e-06,200,0.05362255830457435,0.047975978732109084,0.005646579572465269,01:39:06
18,models/model018/,mlp,3x,196,3,LeakyReLU,0.09,25,3.235936569296281e-06,200,0.03494145388249309,0.03046510815620423,0.004476345726288855,00:44:51
19,models/model019/,lstm,3x,45,5,LeakyReLU,0.43,62,0.00010964781961431851,200,0.048854838218539955,0.04391962003707886,0.004935218181461096,01:47:35
20,models/model020/,mlp,3x,388,2,ReLU,0.18,826,2.754228703338169e-05,200,0.03705473022116348,0.03243993198871612,0.004614798232447356,00:33:38
21,models/model021/,lstm,3x,436,5,ReLU,0.4,80,5.888436553555884e-06,200,0.03831557955592871,0.03335196495056152,0.004963614605367184,03:19:33
22,models/model022/,mlp,3x,280,2,LeakyReLU,0.48,1341,8.31763771102671e-06,200,0.07627473333384842,0.05271120285987854,0.023563530473969876,00:31:40
23,models/model023/,mlp,3x,36,6,ReLU,0.19,21,0.000977237220955811,200,0.06154957776749505,0.0566398875415325,0.00490969022596255,00:53:10
24,models/model024/,lstm,3x,67,5,Tanh,0.05,1016,0.0001445439770745928,200,0.04087086720578373,0.035524901390075685,0.005345965815708041,00:40:10
25,models/model025/,lstm,3x,96,3,Tanh,0.09,194,1.5135612484362072e-06,200,0.11979584842454642,0.10426088201999664,0.015534966404549778,00:44:22
26,models/model026/,lstm,3x,116,2,LeakyReLU,0.1,675,3.235936569296281e-05,200,0.04313998927827925,0.037236529588699344,0.005903459689579905,00:42:57
27,models/model027/,lstm,3x,66,2,Tanh,0.42,53,3.090295432513592e-05,200,0.036940429690061144,0.03208326643705369,0.004857163253007456,01:00:00
28,models/model028/,lstm,3x,37,3,Tanh,0.29,364,1.0471285480508985e-05,200,0.09246114837191999,0.07854255664348603,0.013918591728433965,00:36:11
29,models/model029/,lstm,3x,362,3,LeakyReLU,0.02,70,0.00012022644346174131,200,0.032769554633414376,0.030282632112503056,0.002486922520911322,02:04:18
30,models/model030/,mlp,3x,250,4,LeakyReLU,0.39,138,0.00025118864315095795,200,0.03937703660782427,0.0347928501367569,0.004584186471067369,00:33:42
31,models/model031/,lstm,3x,99,5,Tanh,0.1,89,0.0003311311214825911,200,0.03912339331652038,0.03477044048905373,0.004352952827466652,01:15:18
32,models/model032/,mlp,3x,19,3,ReLU,0.46,57,4.78630092322638e-06,200,0.17177540808217603,0.15999716204404835,0.011778246038127691,00:34:07
33,models/model033/,mlp,3x,84,5,ReLU,0.13,1323,4.168693834703355e-05,200,0.04065365907805972,0.03534473460912704,0.0053089244689326735,00:28:02
34,models/model034/,lstm,3x,433,4,Tanh,0.06,209,0.0009332543007969915,200,0.04701429479499348,0.04209946644306183,0.004914828351931647,02:05:51
35,models/model035/,mlp,3x,274,6,LeakyReLU,0.46,254,7.079457843841373e-05,200,0.038661786873359236,0.03386288416385651,0.004798902709502726,00:35:04
36,models/model036/,lstm,3x,477,3,ReLU,0.48,73,1.2589254117941661e-05,200,0.03454775082599372,0.02991637381911278,0.004631377006880939,02:33:19
37,models/model037/,lstm,3x,16,3,ReLU,0.2,552,3.8018939632056124e-05,200,0.1234831771850586,0.10064810085296631,0.022835076332092287,00:31:45
38,models/model038/,lstm,3x,132,6,ReLU,0.11,372,2.884031503126606e-06,200,0.23243122345209122,0.11482263207435607,0.11760859137773513,00:52:38
39,models/model039/,mlp,3x,82,5,LeakyReLU,0.3,312,0.00010471285480508996,200,0.03792964491993188,0.03316910362243652,0.004760541297495365,00:28:35
40,models/model040/,mlp,3x,133,2,LeakyReLU,0.44,35,1.3489628825916533e-06,200,0.04504392288508826,0.040037276446819314,0.005006646438268946,00:37:00
41,models/model041/,lstm,3x,34,2,ReLU,0.18,359,7.76247116628691e-06,200,0.1524786958545446,0.08708279189467427,0.06539590395987034,00:34:52
42,models/model042/,lstm,3x,162,4,Tanh,0.34,19,3.090295432513592e-06,200,0.040108895581448444,0.035338595598936075,0.004770299982512368,03:50:13
43,models/model043/,mlp,3x,42,3,LeakyReLU,0.43,131,6.760829753919819e-05,200,0.04228761356440372,0.03753257620334625,0.004755037361057476,00:29:36
44,models/model044/,lstm,3x,152,2,ReLU,0.33,207,1.2022644346174132e-05,200,0.03967473468557,0.03455324816703796,0.0051214865185320365,00:44:16
45,models/model045/,lstm,3x,60,6,LeakyReLU,0.27,60,0.00013489628825916533,200,0.04477001572959125,0.03985493838787079,0.004915077341720463,02:06:45
46,models/model046/,mlp,3x,29,6,ReLU,0.49,242,0.00047863009232263854,200,0.21855639798752963,0.21358418482542038,0.004972213162109255,00:28:46
47,models/model047/,lstm,3x,47,3,ReLU,0.33,552,7.943282347242822e-06,200,0.18365509188175203,0.10328651070594788,0.08036858117580414,00:33:48
48,models/model048/,lstm,3x,31,4,ReLU,0.06,855,9.549925860214369e-05,200,0.056914681416237727,0.04982857972383499,0.007086101692402736,00:33:03
49,models/model049/,mlp,3x,46,6,ReLU,0.47,266,6.456542290346549e-06,200,0.2097716720066965,0.1847120907902718,0.025059581216424702,00:29:09
50,models/model050/,lstm,3x,464,6,LeakyReLU,0.42,82,1.3182567385564074e-05,200,0.03782952160155401,0.03309982770681382,0.0047296938947401935,03:52:46
51,models/model051/,mlp,3x,321,2,Tanh,0.22,164,0.0005370317963702527,200,0.03553766520321369,0.03162766349315643,0.003910001710057258,00:34:08
52,models/model052/,lstm,3x,173,4,ReLU,0.41,439,4.168693834703355e-06,200,0.15472488069999962,0.132526707559824,0.022198173140175644,00:56:23
53,models/model053/,mlp,3x,202,6,LeakyReLU,0.3,224,6.309573444801929e-05,200,0.03737448253110051,0.03264284181594849,0.004731640715152026,00:34:16
54,models/model054/,lstm,3x,292,3,ReLU,0.27,315,5.4954087385762485e-06,200,0.046819363369140776,0.03990176543593407,0.006917597933206707,01:15:14
55,models/model055/,mlp,3x,182,4,Tanh,0.49,136,0.0003388441561392024,200,0.036430115532130006,0.03151409721374512,0.004916018318384886,00:32:25
56,models/model056/,mlp,3x,183,4,ReLU,0.29,107,3.548133892335753e-06,200,0.03911139990226366,0.03439017993211746,0.004721219970146196,00:33:34
57,models/model057/,mlp,3x,238,2,ReLU,0.3,16,3.090295432513592e-06,200,0.03537085119076073,0.03115115690231323,0.004219694288447499,00:47:30
58,models/model058/,lstm,3x,17,4,ReLU,0.5,522,1.9054607179632483e-06,200,0.7324292859360576,0.624719279050827,0.10771000688523055,00:34:53
59,models/model059/,lstm,3x,116,4,ReLU,0.28,116,2.187761623949552e-05,200,0.03863494061958045,0.03362804841995239,0.005006892199628056,01:02:39
60,models/model060/,lstm,3x,27,4,LeakyReLU,0.07,245,1.5135612484362071e-05,200,0.08440716461976991,0.07505346313118935,0.009353701488580555,00:44:16
61,models/model061/,mlp,3x,191,3,Tanh,0.36,592,0.0006025595860743575,200,0.035633287593722335,0.03065992164611816,0.00497336594760418,00:30:19
62,models/model062/,mlp,3x,276,5,LeakyReLU,0.13,94,0.00018620871366628676,200,0.03956433281209319,0.03500516664981841,0.004559166162274778,00:37:38
63,models/model063/,mlp,3x,34,3,ReLU,0.49,1136,5.888436553555884e-05,200,0.11998955076932906,0.10382186174392699,0.01616768902540207,00:26:57
64,models/model064/,mlp,3x,19,2,ReLU,0.03,213,0.000223872113856834,200,0.04475942962476983,0.0403007543683052,0.00445867525646463,00:28:22
65,models/model065/,mlp,3x,34,4,ReLU,0.19,709,0.00018197008586099826,200,0.04072358492389321,0.03606848257780075,0.004655102346092462,00:28:44
66,models/model066/,lstm,3x,225,6,LeakyReLU,0.12,121,2.4547089156850284e-06,200,0.05946290694666096,0.05224616166949273,0.007216745277168227,01:38:19
67,models/model067/,mlp,3x,372,6,Tanh,0.21,20,1.4125375446227555e-05,200,0.03446916257962585,0.030030423998832708,0.004438738580793142,00:56:50
68,models/model068/,lstm,3x,77,4,ReLU,0.4,76,0.00018197008586099826,200,0.04424461007770151,0.039374048352241516,0.004870561725459992,01:10:32
69,models/model069/,mlp,3x,41,5,LeakyReLU,0.32,107,2.4547089156850286e-05,200,0.04422887555742636,0.03928465285897255,0.004944222698453815,00:31:18
70,models/model070/,lstm,3x,19,5,Tanh,0.03,501,2.6915348039269138e-06,200,0.5505308997184039,0.4356680692136288,0.11486283050477505,00:37:04
71,models/model071/,lstm,3x,62,3,Tanh,0.17,153,1.6218100973589298e-06,200,0.14287843099702152,0.11980277511477472,0.023075655882246793,00:48:04
72,models/model072/,lstm,3x,352,3,ReLU,0.17,153,1.0471285480508985e-05,200,0.03525843189330772,0.03033085283637047,0.004927579056937247,01:16:05
73,models/model073/,mlp,3x,451,2,LeakyReLU,0.18,430,3.3113112148259076e-05,200,0.03535896506626159,0.03089136838912964,0.004467596677131951,00:35:15
74,models/model074/,lstm,3x,167,3,ReLU,0.06,72,3.235936569296281e-06,200,0.04525822209194302,0.03948165941238403,0.005776562679558992,01:17:34
75,models/model075/,lstm,3x,16,5,LeakyReLU,0.27,467,1.4125375446227554e-06,200,0.8363240427970886,0.6949889324605465,0.14133511033654214,00:36:43
76,models/model076/,lstm,3x,73,4,ReLU,0.27,167,1.3182567385564074e-05,200,0.04681902129692026,0.04154461586475373,0.005274405432166532,00:52:18
77,models/model077/,mlp,3x,28,3,LeakyReLU,0.4,114,0.00012589254117941674,200,0.04885712784575299,0.04402735990285874,0.004829767942894249,00:30:21
78,models/model078/,mlp,3x,229,2,LeakyReLU,0.43,24,2.2908676527677747e-06,200,0.03831841751001775,0.033864815711975096,0.004453601798042656,00:42:45
79,models/model079/,lstm,3x,54,3,LeakyReLU,0.05,639,3.1622776601683795e-05,200,0.055148999204859134,0.04615389293432236,0.00899510627053678,00:36:58
80,models/model080/,lstm,3x,41,3,Tanh,0.39,190,3.0199517204020193e-06,200,0.17470427863299848,0.1371534711122513,0.03755080752074718,00:43:43
81,models/model081/,lstm,3x,72,4,Tanh,0.16,393,6.606934480075964e-06,200,0.0854428324699402,0.07480763450264931,0.010635197967290878,00:38:53
82,models/model082/,mlp,3x,23,6,ReLU,0.45,321,1.4791083881682072e-05,200,0.2703695851434022,0.2504169302880764,0.01995265485532582,00:27:40
83,models/model083/,lstm,3x,18,4,ReLU,0.09,24,0.0005754399373371566,200,0.04849737558886411,0.04359083509445193,0.004906540494412183,03:07:52
84,models/model084/,lstm,3x,302,2,Tanh,0.22,357,0.00010964781961431851,200,0.035009520150604656,0.03130995893478394,0.003699561215820722,01:00:53
85,models/model085/,mlp,3x,30,5,LeakyReLU,0.02,261,0.00044668359215096305,200,0.038910795085597784,0.03424679607152939,0.004663999014068395,00:27:59
86,models/model086/,lstm,3x,296,4,Tanh,0.34,891,6.025595860743581e-06,200,0.08058598442282526,0.07212086209654807,0.008465122326277197,01:07:10
87,models/model087/,lstm,3x,45,2,LeakyReLU,0.0,891,0.0006606934480075957,200,0.043454472204670316,0.03847800281643868,0.004976469388231635,00:32:18
88,models/model088/,mlp,3x,455,5,ReLU,0.4,222,1.62181009735893e-05,200,0.03614849297190085,0.031485422015190126,0.0046630709567107255,00:42:42
89,models/model089/,mlp,3x,24,6,ReLU,0.24,20,1.230268770812381e-05,200,0.06033732381183651,0.05540316820144651,0.004934155610390007,00:56:54
90,models/model090/,mlp,3x,36,6,ReLU,0.48,50,0.0007244359600749898,200,0.18839084992650898,0.18347558528184893,0.004915264644660055,00:37:58
91,models/model091/,lstm,3x,191,2,Tanh,0.06,21,1.4791083881682072e-05,200,0.031462335931370045,0.028900910645723355,0.0025614252856466916,02:09:06
92,models/model092/,lstm,3x,221,5,LeakyReLU,0.2,66,0.0003890451449942805,200,0.04395753826852889,0.039762927472591414,0.004194610795937478,01:50:19
93,models/model093/,mlp,3x,77,2,Tanh,0.22,36,7.943282347242822e-06,200,0.08118798463232813,0.07621231019496916,0.004975674437358974,00:37:03
94,models/model094/,mlp,3x,33,5,Tanh,0.31,219,2.1379620895022323e-05,200,0.08140852150856516,0.07640723374485968,0.005001287763705477,00:28:59
95,models/model095/,lstm,3x,83,3,LeakyReLU,0.31,245,2.5118864315095822e-05,200,0.041338854657951736,0.036229253262281415,0.005109601395670324,00:41:55
96,models/model096/,lstm,3x,43,2,Tanh,0.03,112,1.3803842646028838e-06,200,0.13950009606778624,0.10854923343658449,0.030950862631201746,00:45:43
97,models/model097/,lstm,3x,16,3,ReLU,0.02,106,0.00018197008586099826,200,0.0433855774672702,0.03849181145429612,0.0048937660129740835,00:51:55
98,models/model098/,lstm,3x,16,2,Tanh,0.45,254,0.000223872113856834,200,0.055910467480309305,0.05097667002677917,0.004933797453530133,00:34:31
99,models/model099/,lstm,3x,377,3,LeakyReLU,0.07,235,0.0003388441561392024,200,0.03438685815606732,0.03170562043786049,0.0026812377182068308,01:23:38
100,models/model100/,mlp,3x,170,5,LeakyReLU,0.25,754,0.0001412537544622754,200,0.037022912516724314,0.03233668303489685,0.004686229481827468,00:30:29
101,models/model101/,lstm,3x,168,6,LeakyReLU,0.26,64,4.265795188015926e-06,200,0.046911959130316976,0.04173259592056275,0.005179363209754229,01:51:57
102,models/model102/,mlp,3x,21,6,ReLU,0.15,121,2.1379620895022326e-06,200,0.2702711669318377,0.16959178110957143,0.10067938582226632,00:30:48
103,models/model103/,mlp,3x,280,4,ReLU,0.02,24,0.00026915348039269167,200,0.038926733991131196,0.03452921152114869,0.004397522469982504,00:45:44
104,models/model104/,mlp,3x,25,2,LeakyReLU,0.01,215,6.165950018614822e-05,200,0.04342971264151856,0.038837487548589705,0.004592225092928857,00:28:06
105,models/model105/,mlp,3x,38,5,Tanh,0.01,1112,3.9810717055349695e-05,200,0.07640073293447495,0.06845063185691834,0.007950101077556612,00:27:08
106,models/model106/,mlp,3x,165,2,LeakyReLU,0.24,109,1.0964781961431852e-05,200,0.03619456943264231,0.03182980027794838,0.004364769154693932,00:31:45
107,models/model107/,mlp,3x,58,4,ReLU,0.48,118,2.6302679918953817e-06,200,0.1306054137777537,0.09980980426073072,0.030795609517022968,00:30:30
108,models/model108/,mlp,3x,319,5,LeakyReLU,0.48,105,0.0008128305161640995,200,0.04317931722500361,0.038367730379104605,0.0048115868458990015,00:38:44
109,models/model109/,lstm,3x,60,3,ReLU,0.09,471,0.0005248074602497728,200,0.04050735493469983,0.03599558192491531,0.004511773009784519,00:36:40
110,models/model110/,mlp,3x,42,4,ReLU,0.1,729,0.0007943282347242813,200,0.039931931383674964,0.035268214523792266,0.004663716859882698,00:27:12
111,models/model111/,mlp,3x,184,3,Tanh,0.35,639,6.456542290346549e-05,200,0.05449088784400374,0.04951552867889404,0.004975359165109694,00:29:37
112,models/model112/,lstm,3x,20,2,ReLU,0.11,47,1.2302687708123811e-06,200,0.19274480393528937,0.13206654798984527,0.06067825594544411,01:09:33
113,models/model113/,lstm,3x,247,6,Tanh,0.25,212,0.00042657951880159257,200,0.04454629480373113,0.03964364755153655,0.004902647252194583,01:33:21
114,models/model114/,lstm,3x,59,3,LeakyReLU,0.39,259,1e-06,200,0.36317094022780655,0.2335061939060688,0.12966474632173774,00:39:49
115,models/model115/,mlp,3x,159,3,Tanh,0.22,171,1.2022644346174132e-06,200,0.20514778768410905,0.19704299232363698,0.008104795360472055,00:30:29
116,models/model116/,mlp,3x,19,4,Tanh,0.5,113,3.467368504525317e-06,200,0.2748403791040182,0.22994420400261878,0.04489617510139941,00:30:22
117,models/model117/,lstm,3x,43,2,Tanh,0.15,317,0.0001122018454301963,200,0.037871277513680975,0.03294523668289184,0.004926040830789134,00:35:02
118,models/model118/,mlp,3x,27,3,ReLU,0.42,16,3.548133892335753e-06,200,0.07192473174631592,0.06709802293777462,0.004826708808541296,00:50:36
119,models/model119/,lstm,3x,37,4,LeakyReLU,0.17,98,1.8197008586099826e-06,200,0.24731879196316003,0.1707096281647682,0.07660916379839183,01:09:10
120,models/model120/,lstm,3x,78,2,LeakyReLU,0.12,64,9.332543007969905e-05,200,0.0340701658744365,0.031086071491241457,0.002984094383195043,00:54:26
121,models/model121/,lstm,3x,22,5,ReLU,0.48,167,0.00042657951880159257,200,0.09256608641403728,0.08763611254096032,0.004929973873076961,00:56:58
122,models/model122/,mlp,3x,120,5,Tanh,0.26,50,2.691534803926914e-05,200,0.03575993122067302,0.03078954517841339,0.0049703860422596335,00:37:36
123,models/model123/,lstm,3x,282,3,Tanh,0.04,202,2.6302679918953817e-06,200,0.06663832349050791,0.060211490392684947,0.006426833097822965,01:18:38
124,models/model124/,mlp,3x,62,4,LeakyReLU,0.02,85,1.2882495516931348e-05,200,0.036767111446242784,0.032120787948369985,0.004646323497872801,00:32:11
125,models/model125/,mlp,3x,53,5,Tanh,0.29,149,1.2882495516931348e-05,200,0.054487823184812434,0.04953561750054359,0.004952205684268847,00:29:34
126,models/model126/,lstm,3x,37,5,ReLU,0.46,749,4.168693834703355e-06,200,0.519111992329359,0.40223530554771425,0.11687668678164481,00:35:47
127,models/model127/,lstm,3x,354,2,ReLU,0.35,76,9.332543007969905e-05,200,0.03307323240255937,0.03057033562660217,0.002502896775957197,01:23:56
128,models/model128/,lstm,3x,77,3,ReLU,0.01,268,0.00014791083881682073,200,0.03799263192433864,0.03318802869319916,0.004804603231139481,00:42:01
129,models/model129/,lstm,3x,25,4,Tanh,0.39,263,1.3182567385564074e-05,200,0.11093117501772941,0.09443621984124184,0.016494955176487563,00:44:27
130,models/model130/,lstm,3x,88,6,LeakyReLU,0.39,885,1.6595869074375598e-05,200,0.10530979393282906,0.09245684757828714,0.012852946354541928,00:44:24
131,models/model131/,mlp,3x,58,2,Tanh,0.11,32,0.0005011872336272725,200,0.03993509206548334,0.03567301511764527,0.004262076947838068,00:37:34
132,models/model132/,mlp,3x,17,6,LeakyReLU,0.01,657,4.570881896148752e-06,200,0.557867987409234,0.3903250815868378,0.16754290582239628,00:26:55
133,models/model133/,mlp,3x,44,5,Tanh,0.47,43,0.0004168693834703355,200,0.06489859588677062,0.05998323124647139,0.0049153646402992305,00:37:10
134,models/model134/,mlp,3x,31,4,ReLU,0.29,1082,5.128613839913648e-05,200,0.10657708723191173,0.09545477324724198,0.011122313984669745,00:26:46
135,models/model135/,mlp,3x,104,4,Tanh,0.48,35,1.3489628825916533e-05,200,0.05556685672025197,0.05059180930256844,0.004975047417683528,00:38:28
136,models/model136/,lstm,3x,494,4,ReLU,0.02,24,0.0004570881896148752,200,0.04008295437321067,0.03655926036834717,0.0035236940048635006,04:36:19
137,models/model137/,lstm,3x,98,6,Tanh,0.07,194,3.3113112148259077e-06,200,0.08043126566987487,0.07248610258102418,0.007945163088850678,01:02:21
138,models/model138/,mlp,3x,340,6,Tanh,0.28,192,2.5703957827688645e-05,200,0.035737180951982736,0.03079765224456787,0.004939528707414866,00:39:14
139,models/model139/,mlp,3x,38,6,ReLU,0.5,31,9.549925860214369e-05,200,0.20126978140068244,0.19634228834509854,0.004927493055583909,00:45:49
140,models/model140/,lstm,3x,257,6,ReLU,0.22,232,1.479108388168207e-06,200,0.14023180682212114,0.12543765592575074,0.014794150896370411,01:37:34
141,models/model141/,lstm,3x,99,4,Tanh,0.29,156,1.778279410038923e-05,200,0.03915205659717321,0.03423790919780731,0.004914147399365902,00:56:24
142,models/model142/,mlp,3x,77,5,ReLU,0.25,53,0.00010715193052376059,200,0.03952514253742993,0.03471829587221146,0.004806846665218472,00:36:53
143,models/model143/,lstm,3x,90,3,ReLU,0.25,596,5.011872336272725e-05,200,0.04083047698065638,0.035341419577598565,0.005489057403057813,00:39:03
144,models/model144/,lstm,3x,21,4,LeakyReLU,0.23,315,1.2589254117941661e-05,200,0.18219942011870444,0.13932167664170264,0.042877743477001795,00:39:46
145,models/model145/,lstm,3x,91,4,Tanh,0.43,83,1.0232929922807536e-05,200,0.04188550351280718,0.03692453926801681,0.004960964244790375,01:12:46
146,models/model146/,mlp,3x,60,2,LeakyReLU,0.02,53,0.00025118864315095795,200,0.03590924829698633,0.03195911824703216,0.003950130049954168,00:33:54
147,models/model147/,mlp,3x,31,3,ReLU,0.48,17,3.5481338923357534e-05,200,0.07239488660590725,0.06748981124162676,0.004905075364280494,00:49:35
148,models/model148/,lstm,3x,143,4,Tanh,0.02,115,2.818382931264455e-06,200,0.06224200109601952,0.05584457635879516,0.006397424737224356,01:13:12
149,models/model149/,mlp,3x,22,6,ReLU,0.44,16,5.128613839913648e-06,200,0.22730804730951792,0.22235428237915045,0.004953764930367471,00:58:43
150,models/model150/,lstm,3x,17,4,ReLU,0.34,544,3.715352290971728e-05,200,0.15175960226356983,0.12792339944839476,0.023836202815175057,00:34:12
151,models/model151/,mlp,3x,418,2,ReLU,0.37,867,2.6915348039269138e-06,200,0.09858160207048058,0.05732288384437561,0.041258718226104975,00:33:58
152,models/model152/,mlp,3x,207,2,ReLU,0.08,119,1.9054607179632484e-05,200,0.03479764186707325,0.030609595030546187,0.004188046836527064,00:32:35
153,models/model153/,lstm,3x,25,6,LeakyReLU,0.08,257,1e-05,200,0.20053027141839264,0.15031614470481872,0.050214126713573934,00:50:08
154,models/model154/,lstm,3x,191,4,LeakyReLU,0.39,222,0.0001412537544622754,200,0.03877024262864143,0.034465591311454775,0.004304651317186653,00:59:02
155,models/model155/,lstm,3x,31,3,ReLU,0.04,21,0.00013489628825916533,200,0.03850766192027368,0.03404827448725701,0.004459387433016672,02:42:42
156,models/model156/,mlp,3x,362,6,ReLU,0.19,31,7.244359600749906e-05,200,0.04110792264970951,0.03648812085390091,0.004619801795808599,00:46:09
157,models/model157/,mlp,3x,194,5,ReLU,0.17,1260,7.943282347242822e-06,200,0.05257251045666635,0.0409870183467865,0.011585492109879851,00:31:47
158,models/model158/,mlp,3x,21,2,LeakyReLU,0.0,35,0.000239883291901949,200,0.040832522037089806,0.036657142788171775,0.004175379248918034,00:36:23
159,models/model159/,mlp,3x,17,4,Tanh,0.01,138,0.00026302679918953814,200,0.04015026694862173,0.03520156133174897,0.004948705616872758,00:30:04
160,models/model160/,lstm,3x,80,3,ReLU,0.12,1144,0.0003235936569296281,200,0.0372299934476614,0.032247914791107175,0.004982078656554222,00:36:45
161,models/model161/,mlp,3x,312,6,LeakyReLU,0.2,17,1.5135612484362072e-06,200,0.03639173964783551,0.031713916659355176,0.004677822988480329,00:58:12
162,models/model162/,mlp,3x,372,3,ReLU,0.18,29,1.5488166189124828e-06,200,0.03593643363937736,0.03146406871080399,0.004472364928573368,00:42:41
163,models/model163/,lstm,3x,62,5,LeakyReLU,0.37,104,1.8620871366628656e-06,200,0.1814168299138546,0.15811635446548464,0.023300475448369978,01:17:45
164,models/model164/,lstm,3x,173,4,Tanh,0.08,451,1.5488166189124828e-05,200,0.04705287080886774,0.04135454586148262,0.005698324947385118,00:50:10
165,models/model165/,lstm,3x,18,2,ReLU,0.06,40,5.623413251903491e-06,200,0.06721763459034263,0.059778071641922,0.007439562948420643,01:18:11
166,models/model166/,mlp,3x,28,4,LeakyReLU,0.31,138,8.709635899560814e-05,200,0.04795852059312165,0.04298426562547684,0.0049742549676448115,00:29:14
167,models/model167/,lstm,3x,333,5,LeakyReLU,0.14,114,3.162277660168379e-06,200,0.043802050969097756,0.03797220557928085,0.005829845389816909,02:10:43
168,models/model168/,mlp,3x,39,2,ReLU,0.23,955,8.128305161640995e-06,200,0.1808258585445583,0.09216167464852332,0.08866418389603496,00:27:32
169,models/model169/,mlp,3x,168,2,LeakyReLU,0.49,233,2.3988329190194897e-06,200,0.07432816265523434,0.05278835088014603,0.021539811775088312,00:30:12
170,models/model170/,lstm,3x,174,6,LeakyReLU,0.44,122,9.120108393559096e-05,200,0.04210217285156251,0.03720917707681656,0.004892995774745942,01:24:10
171,models/model171/,lstm,3x,40,2,LeakyReLU,0.06,1305,4.677351412871981e-05,200,0.07067306476645172,0.05656796529889106,0.01410509946756065,00:30:43
